latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-7.697715,110.37447,210.0,28800,Asia/Singapore,GMT+8

time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),wind_gusts_10m_max (km/h),weather_code (wmo code),precipitation_sum (mm),precipitation_hours (h)
2023-05-23,29.9,19.4,34.0,28.8,3,0.00,0.0
2023-05-24,29.8,20.1,34.1,27.4,51,0.20,1.0
2023-05-25,30.4,20.4,34.5,28.1,3,0.00,0.0
2023-05-26,31.0,19.9,34.6,27.0,3,0.00,0.0
2023-05-27,30.8,21.9,34.2,28.4,3,0.00,0.0
2023-05-28,30.3,20.7,33.6,32.0,3,0.00,0.0
2023-05-29,29.6,20.1,33.3,23.8,3,0.00,0.0
2023-05-30,30.6,19.7,33.8,27.7,3,0.00,0.0
2023-05-31,29.2,21.5,33.4,25.2,51,1.10,8.0
2023-06-01,31.8,20.6,35.4,30.6,53,2.50,7.0
2023-06-02,31.2,21.4,35.1,34.6,51,0.20,2.0
2023-06-03,30.6,21.0,35.0,27.7,51,0.40,4.0
2023-06-04,29.5,22.0,33.8,25.2,55,5.10,14.0
2023-06-05,29.1,22.1,34.0,27.0,55,4.50,14.0
2023-06-06,28.1,22.9,31.6,33.1,61,7.40,14.0
2023-06-07,28.5,22.9,32.2,31.0,63,16.20,20.0
2023-06-08,30.0,22.1,35.1,24.1,63,5.10,6.0
2023-06-09,29.4,21.5,33.4,24.8,51,0.10,1.0
2023-06-10,29.5,21.4,33.6,26.3,3,0.00,0.0
2023-06-11,29.6,20.0,34.3,27.0,53,1.40,6.0
2023-06-12,31.5,21.6,36.5,24.5,63,14.50,8.0
2023-06-13,31.0,22.5,36.3,22.0,53,1.20,4.0
2023-06-14,30.2,22.6,34.2,31.3,3,0.00,0.0
2023-06-15,30.4,21.9,34.5,24.5,51,0.10,1.0
2023-06-16,30.1,20.5,34.3,26.3,53,1.90,6.0
2023-06-17,30.1,21.5,35.3,23.0,61,2.90,7.0
2023-06-18,29.8,22.0,34.5,33.8,63,8.20,11.0
2023-06-19,29.7,22.4,34.9,26.3,53,0.90,3.0
2023-06-20,28.9,21.2,33.8,20.5,51,0.50,4.0
2023-06-21,29.1,21.5,33.8,26.6,51,0.60,5.0
2023-06-22,30.3,20.2,34.9,32.4,51,0.20,2.0
2023-06-23,28.4,22.1,33.3,28.1,51,0.90,7.0
2023-06-24,29.2,20.8,33.3,27.7,3,0.00,0.0
2023-06-25,28.7,20.8,32.9,26.6,3,0.00,0.0
2023-06-26,28.2,19.6,32.5,29.9,55,2.80,9.0
2023-06-27,26.6,21.5,30.1,29.9,61,3.40,15.0
2023-06-28,27.7,21.8,31.3,32.8,63,16.40,15.0
2023-06-29,27.5,21.9,31.0,29.5,61,8.10,22.0
2023-06-30,27.6,21.5,32.9,23.8,53,3.40,15.0
2023-07-01,27.3,22.6,30.8,29.9,63,8.10,13.0
2023-07-02,26.4,22.7,29.8,25.9,63,14.90,16.0
2023-07-03,26.5,22.6,29.9,31.3,53,4.50,13.0
2023-07-04,26.2,21.2,29.6,28.4,61,5.80,20.0
2023-07-05,27.2,22.0,31.6,25.9,61,11.30,22.0
2023-07-06,27.2,22.3,31.5,24.5,63,18.20,17.0
2023-07-07,26.4,22.6,29.7,33.1,63,26.00,19.0
2023-07-08,28.4,22.2,32.7,24.5,65,16.00,14.0
2023-07-09,29.0,22.2,33.9,22.7,61,5.30,13.0
2023-07-10,29.0,20.6,33.6,22.3,51,0.20,2.0
2023-07-11,29.2,21.1,34.1,26.6,3,0.00,0.0
2023-07-12,27.8,19.0,31.1,26.6,3,0.00,0.0
2023-07-13,26.8,21.7,29.7,34.2,53,6.60,20.0
2023-07-14,25.8,21.5,28.4,33.5,55,3.50,14.0
2023-07-15,27.7,22.1,32.0,25.9,53,5.50,19.0
2023-07-16,26.5,20.8,30.5,25.9,51,2.60,14.0
2023-07-17,27.8,19.1,30.8,26.6,51,0.10,1.0
2023-07-18,28.4,18.6,32.5,27.7,3,0.00,0.0
2023-07-19,27.5,19.2,29.7,34.2,3,0.00,0.0
2023-07-20,27.4,19.0,29.5,31.3,3,0.00,0.0
2023-07-21,26.8,20.0,29.0,25.6,51,2.00,11.0
2023-07-22,28.8,19.2,32.5,27.7,3,0.00,0.0
2023-07-23,29.1,20.5,33.3,24.1,3,0.00,0.0
2023-07-24,28.4,19.4,32.4,22.3,3,0.00,0.0
2023-07-25,28.6,20.0,31.9,23.0,3,0.00,0.0
2023-07-26,28.8,18.9,32.7,25.9,3,0.00,0.0
2023-07-27,27.3,17.6,30.8,25.9,3,0.00,0.0
2023-07-28,28.2,17.5,31.6,24.1,3,0.00,0.0
2023-07-29,28.1,18.5,31.9,27.4,51,0.60,4.0
2023-07-30,28.3,17.3,30.6,27.4,3,0.00,0.0
2023-07-31,29.2,18.6,32.1,31.0,3,0.00,0.0
2023-08-01,30.1,19.5,34.0,34.9,51,0.10,1.0
2023-08-02,29.0,20.2,33.9,24.1,51,0.30,2.0
2023-08-03,29.0,19.9,32.6,38.2,3,0.00,0.0
2023-08-04,28.2,19.8,30.5,28.1,51,0.50,3.0
2023-08-05,30.5,18.4,34.7,32.4,3,0.00,0.0
2023-08-06,29.0,20.8,33.0,27.4,61,5.30,9.0
2023-08-07,29.2,20.4,33.2,27.4,51,0.10,1.0
2023-08-08,30.3,21.0,33.6,30.2,2,0.00,0.0
2023-08-09,29.9,18.0,33.5,25.6,3,0.00,0.0
2023-08-10,29.2,18.5,33.4,29.9,3,0.00,0.0
2023-08-11,28.9,17.5,32.1,32.4,3,0.00,0.0
2023-08-12,29.5,17.3,31.7,30.6,3,0.00,0.0
2023-08-13,29.4,18.5,32.3,33.8,3,0.00,0.0
2023-08-14,30.5,17.6,33.2,32.0,3,0.00,0.0
2023-08-15,29.8,18.4,33.0,34.6,51,0.10,1.0
2023-08-16,30.9,19.4,33.9,37.4,3,0.00,0.0
2023-08-17,27.5,19.5,28.9,36.4,51,0.30,2.0
2023-08-18,27.2,19.2,28.3,33.1,51,1.10,9.0
2023-08-19,30.5,18.8,34.2,33.1,3,0.00,0.0
2023-08-20,30.0,18.9,32.9,37.1,3,0.00,0.0
2023-08-21,30.9,18.7,33.4,39.2,3,0.00,0.0
2023-08-22,29.9,18.5,32.3,38.9,3,0.00,0.0
2023-08-23,28.1,19.7,29.7,35.3,3,0.00,0.0
2023-08-24,31.5,18.4,35.7,40.0,1,0.00,0.0
2023-08-25,30.9,19.2,34.3,37.4,51,0.30,3.0
2023-08-26,29.5,20.0,32.4,35.6,3,0.00,0.0
2023-08-27,29.0,20.2,31.7,33.1,3,0.00,0.0
2023-08-28,30.5,18.8,33.1,39.2,2,0.00,0.0
2023-08-29,32.2,19.5,35.2,41.0,3,0.00,0.0
2023-08-30,30.8,18.2,33.5,36.0,3,0.00,0.0
2023-08-31,29.8,18.4,31.8,35.6,51,0.10,1.0
2023-09-01,29.5,18.8,32.2,37.1,51,0.70,4.0
2023-09-02,28.7,17.2,31.5,41.8,51,0.20,1.0
2023-09-03,29.4,19.1,31.8,41.4,51,0.40,4.0
2023-09-04,30.5,18.6,32.7,42.8,51,0.10,1.0
2023-09-05,31.0,16.7,33.4,49.0,3,0.00,0.0
2023-09-06,29.6,18.6,30.8,37.4,51,0.10,1.0
2023-09-07,29.5,18.9,32.1,34.2,3,0.00,0.0
2023-09-08,31.5,18.5,33.5,36.0,3,0.00,0.0
2023-09-09,30.5,18.4,33.5,31.7,3,0.00,0.0
2023-09-10,28.8,17.5,29.6,38.5,3,0.00,0.0
2023-09-11,30.7,19.2,34.0,40.3,53,2.00,8.0
2023-09-12,31.5,21.8,34.7,42.1,51,0.90,8.0
2023-09-13,30.6,21.2,33.2,36.0,51,0.60,6.0
2023-09-14,29.0,19.7,31.4,38.9,53,2.20,8.0
2023-09-15,30.9,18.3,34.0,36.0,51,0.20,2.0
2023-09-16,31.4,20.1,35.1,31.3,51,0.60,3.0
2023-09-17,30.3,21.6,33.3,35.6,51,0.10,1.0
2023-09-18,29.0,19.6,31.0,34.6,51,1.00,4.0
2023-09-19,30.6,19.5,33.4,39.6,3,0.00,0.0
2023-09-20,30.4,18.8,33.8,35.3,2,0.00,0.0
2023-09-21,31.2,18.6,34.1,38.2,3,0.00,0.0
2023-09-22,30.0,17.9,31.7,38.2,3,0.00,0.0
2023-09-23,31.0,18.2,33.0,40.0,3,0.00,0.0
2023-09-24,31.7,19.2,34.9,45.7,51,0.60,6.0
2023-09-25,30.8,21.0,34.3,40.3,51,1.80,13.0
2023-09-26,32.4,18.6,34.9,50.0,51,0.60,5.0
2023-09-27,31.5,20.5,34.8,42.1,51,1.30,8.0
2023-09-28,32.2,21.5,36.1,39.6,51,0.60,6.0
2023-09-29,32.3,21.4,36.7,34.2,3,0.00,0.0
2023-09-30,31.5,21.4,34.9,41.0,51,0.80,7.0
2023-10-01,31.5,20.0,34.1,36.7,51,0.80,6.0
2023-10-02,29.5,20.1,32.9,33.8,61,7.00,14.0
2023-10-03,29.5,20.5,33.6,33.8,53,5.60,18.0
2023-10-04,31.4,21.8,35.8,34.9,55,2.30,5.0
2023-10-05,32.8,22.2,37.4,37.8,61,3.40,8.0
2023-10-06,32.8,21.4,37.2,30.6,53,1.30,2.0
2023-10-07,31.9,22.9,35.8,38.2,53,2.10,12.0
2023-10-08,32.5,21.5,37.1,33.5,63,7.30,11.0
2023-10-09,33.7,21.5,38.0,33.5,55,1.60,3.0
2023-10-10,32.3,21.6,36.7,35.6,51,0.20,2.0
2023-10-11,32.8,20.9,36.8,35.3,3,0.00,0.0
2023-10-12,34.1,21.2,36.6,45.4,3,0.00,0.0
2023-10-13,32.1,21.6,34.9,36.0,51,0.50,2.0
2023-10-14,32.7,21.9,36.8,33.8,51,1.20,8.0
2023-10-15,34.5,21.4,37.3,40.0,3,0.00,0.0
2023-10-16,34.2,22.4,38.2,38.2,55,1.20,3.0
2023-10-17,33.8,22.0,37.3,33.8,53,1.30,4.0
2023-10-18,32.0,22.0,36.5,29.2,53,1.70,5.0
2023-10-19,32.2,21.1,36.8,26.3,51,0.60,5.0
2023-10-20,32.8,21.4,36.3,36.0,51,0.70,5.0
2023-10-21,32.4,22.0,36.8,37.1,3,0.00,0.0
2023-10-22,32.7,20.1,36.4,38.5,3,0.00,0.0
2023-10-23,32.0,20.8,36.4,35.3,61,2.40,3.0
2023-10-24,31.7,20.7,35.3,29.9,61,2.50,6.0
2023-10-25,32.7,21.5,37.5,33.1,61,3.60,7.0
2023-10-26,32.1,22.1,36.6,32.0,61,2.60,9.0
2023-10-27,32.0,22.0,36.2,36.0,53,2.50,6.0
2023-10-28,32.0,21.2,36.3,36.0,61,2.50,6.0
2023-10-29,32.0,21.2,37.0,32.8,61,6.10,10.0
2023-10-30,31.2,21.5,35.5,33.1,51,1.80,9.0
2023-10-31,32.1,21.6,37.2,33.5,63,6.60,10.0
2023-11-01,30.6,22.1,36.0,29.9,55,3.00,10.0
2023-11-02,32.8,21.7,38.0,29.2,53,1.20,6.0
2023-11-03,32.5,23.0,37.6,35.6,55,3.10,7.0
2023-11-04,32.8,22.8,37.6,36.4,61,8.30,15.0
2023-11-05,32.8,22.3,39.4,30.6,63,10.50,13.0
2023-11-06,31.7,23.1,37.6,34.2,51,1.30,10.0
2023-11-07,30.8,22.5,36.0,29.9,61,2.80,7.0
2023-11-08,32.3,22.5,38.3,37.1,51,0.70,5.0
2023-11-09,31.5,23.5,36.9,33.8,61,3.60,6.0
2023-11-10,31.5,22.8,36.8,32.0,53,2.60,9.0
2023-11-11,30.5,23.1,35.8,34.2,63,11.20,12.0
2023-11-12,27.8,22.5,32.3,23.8,63,11.60,18.0
2023-11-13,30.9,23.6,36.6,32.8,63,8.90,13.0
2023-11-14,29.3,23.5,36.3,32.4,63,20.00,18.0
2023-11-15,28.6,22.4,34.7,28.1,63,18.60,21.0
2023-11-16,29.0,23.3,35.3,26.3,61,8.40,20.0
2023-11-17,30.1,23.0,35.4,27.7,51,1.20,9.0
2023-11-18,29.8,21.4,35.3,29.9,51,0.80,8.0
2023-11-19,28.6,22.8,33.9,31.7,53,4.50,19.0
2023-11-20,27.9,22.5,32.3,27.4,61,8.00,22.0
2023-11-21,30.4,22.5,36.2,24.8,61,5.30,13.0
2023-11-22,29.7,23.0,35.4,26.3,53,3.80,18.0
2023-11-23,28.5,23.4,34.2,23.0,61,7.40,16.0
2023-11-24,30.1,22.9,36.1,28.1,63,9.60,19.0
2023-11-25,29.7,22.8,36.9,27.4,65,12.10,11.0
2023-11-26,29.0,22.6,34.6,29.5,53,2.00,7.0
2023-11-27,29.6,21.7,35.5,26.3,61,4.90,9.0
2023-11-28,28.2,22.0,34.0,21.2,61,3.80,12.0
2023-11-29,28.4,23.8,35.2,24.8,63,20.20,14.0
2023-11-30,28.0,22.8,33.5,22.3,63,13.40,14.0
2023-12-01,25.6,22.7,30.1,22.0,63,16.00,22.0
2023-12-02,28.6,22.5,34.6,27.0,63,12.00,19.0
2023-12-03,27.9,23.0,33.8,24.8,63,16.20,13.0
2023-12-04,27.6,22.4,33.1,25.6,63,19.10,19.0
2023-12-05,27.0,22.5,31.9,25.9,63,11.60,13.0
2023-12-06,28.5,23.1,35.5,27.7,55,2.90,14.0
2023-12-07,29.0,22.5,34.6,25.2,53,1.40,8.0
2023-12-08,29.1,22.4,36.2,27.4,61,4.30,8.0
2023-12-09,29.4,23.5,35.1,28.4,51,0.60,6.0
2023-12-10,28.5,23.0,34.4,23.0,63,10.80,12.0
2023-12-11,28.5,23.1,33.5,28.4,51,1.60,8.0
2023-12-12,30.0,21.5,35.6,33.5,3,0.00,0.0
2023-12-13,28.4,22.5,33.3,30.6,63,7.90,7.0
2023-12-14,29.0,21.8,34.8,30.2,51,0.80,6.0
2023-12-15,29.8,22.6,34.1,30.2,3,0.00,0.0
2023-12-16,30.8,21.3,36.5,37.8,3,0.00,0.0
2023-12-17,29.2,22.4,34.5,32.0,51,0.50,5.0
2023-12-18,29.0,22.5,33.3,28.4,3,0.00,0.0
2023-12-19,29.6,21.4,33.8,28.4,51,0.10,1.0
2023-12-20,28.6,21.1,31.4,28.8,3,0.00,0.0
2023-12-21,31.3,20.4,36.5,33.5,51,0.10,1.0
2023-12-22,30.7,21.5,35.8,27.7,51,0.20,1.0
2023-12-23,31.5,22.0,37.2,31.7,51,0.20,2.0
2023-12-24,31.5,22.5,36.0,29.9,3,0.00,0.0
2023-12-25,31.4,23.3,37.8,23.8,63,10.00,6.0
2023-12-26,30.8,22.2,36.7,28.1,51,0.30,3.0
2023-12-27,30.6,23.0,36.8,28.1,63,6.40,8.0
2023-12-28,30.6,23.8,36.8,30.2,65,27.70,19.0
2023-12-29,28.5,22.5,34.5,25.6,63,18.00,17.0
2023-12-30,29.4,23.8,36.1,29.5,63,7.30,17.0
2023-12-31,28.5,23.4,33.5,25.6,63,16.90,17.0
2024-01-01,29.2,23.3,35.5,24.8,65,28.70,17.0
2024-01-02,29.0,23.4,36.4,24.1,63,8.70,16.0
2024-01-03,28.7,23.5,34.6,22.0,63,14.60,16.0
2024-01-04,28.2,22.7,33.6,22.3,63,25.90,15.0
2024-01-05,28.7,23.1,35.5,23.8,65,40.20,18.0
2024-01-06,28.8,22.6,35.8,23.4,65,28.00,14.0
2024-01-07,27.1,23.1,32.9,19.8,63,30.90,23.0
2024-01-08,27.4,23.0,32.4,21.2,61,13.70,21.0
2024-01-09,28.0,23.5,35.4,23.0,65,13.60,12.0
2024-01-10,29.1,22.9,35.2,26.3,63,9.60,13.0
2024-01-11,29.0,23.2,34.6,24.8,63,3.80,6.0
2024-01-12,28.6,22.5,34.0,28.4,53,2.20,8.0
2024-01-13,27.6,22.7,33.5,29.2,51,2.40,10.0
2024-01-14,29.2,23.0,34.2,25.6,51,0.20,2.0
2024-01-15,28.9,22.5,34.6,27.0,53,1.80,8.0
2024-01-16,29.8,23.2,35.5,28.8,53,1.20,3.0
2024-01-17,27.7,22.5,34.6,31.3,65,24.50,16.0
2024-01-18,25.8,23.1,29.6,31.0,63,32.80,24.0
2024-01-19,26.0,22.1,30.0,35.6,63,33.20,24.0
2024-01-20,27.3,22.5,31.4,40.7,53,3.40,18.0
2024-01-21,27.6,22.6,33.0,37.1,55,4.10,15.0
2024-01-22,28.2,22.7,33.1,36.4,53,3.10,12.0
2024-01-23,26.8,23.1,30.5,31.3,55,4.40,13.0
2024-01-24,28.8,23.5,34.0,33.1,61,7.10,8.0
2024-01-25,30.0,22.4,36.1,30.2,63,6.20,6.0
2024-01-26,29.4,22.9,35.3,28.4,65,29.50,12.0
2024-01-27,28.8,22.2,35.0,28.1,65,20.00,12.0
2024-01-28,28.2,21.9,35.2,25.9,65,25.00,17.0
2024-01-29,27.0,22.5,32.4,18.7,63,21.80,20.0
2024-01-30,29.5,22.2,37.6,30.6,65,15.10,6.0
2024-01-31,29.0,22.9,35.9,27.0,63,13.50,10.0
2024-02-01,29.4,22.8,34.0,25.6,61,6.00,8.0
2024-02-02,27.5,23.6,31.7,30.6,51,1.80,11.0
2024-02-03,28.1,23.2,34.5,23.0,65,25.80,9.0
2024-02-04,27.6,22.0,33.7,26.3,65,33.10,14.0
2024-02-05,29.4,22.9,36.3,30.6,63,26.10,16.0
2024-02-06,27.0,22.4,30.9,24.5,63,12.80,12.0
2024-02-07,27.0,22.2,32.4,24.1,65,21.50,16.0
2024-02-08,29.5,21.9,36.2,22.7,63,9.80,6.0
2024-02-09,29.6,22.2,37.1,27.0,53,2.20,8.0
2024-02-10,26.5,22.2,32.9,26.3,63,10.40,15.0
2024-02-11,29.5,22.0,36.2,27.4,63,7.10,9.0
2024-02-12,29.6,22.0,37.2,26.3,65,22.70,8.0
2024-02-13,30.1,22.8,36.5,24.8,55,2.00,6.0
2024-02-14,28.9,23.4,35.4,24.1,51,1.70,8.0
2024-02-15,29.9,23.5,37.4,27.7,61,3.90,8.0
2024-02-16,29.9,23.0,38.5,26.6,53,2.20,7.0
2024-02-17,28.3,22.5,35.0,24.1,53,1.90,7.0
2024-02-18,29.0,23.0,36.7,25.2,53,1.80,9.0
2024-02-19,30.5,23.1,37.8,27.0,63,14.40,8.0
2024-02-20,29.5,23.4,36.9,23.0,53,1.70,8.0
2024-02-21,30.6,23.0,38.4,25.2,61,5.30,8.0
2024-02-22,30.9,23.9,37.6,29.9,3,0.00,0.0
2024-02-23,29.7,23.6,36.2,27.7,63,5.60,9.0
2024-02-24,29.3,22.8,35.8,25.2,65,22.70,12.0
2024-02-25,29.1,22.6,36.1,24.5,65,28.70,15.0
2024-02-26,29.7,22.5,37.3,26.3,63,10.60,6.0
2024-02-27,30.0,23.1,36.9,30.2,65,15.50,9.0
2024-02-28,29.2,22.5,35.3,23.0,65,15.70,6.0
2024-02-29,29.7,23.0,37.1,27.7,65,16.70,9.0
2024-03-01,28.2,22.8,34.4,28.8,63,20.50,9.0
2024-03-02,29.4,22.5,36.4,29.9,61,3.30,6.0
2024-03-03,29.3,22.5,37.3,25.6,65,19.50,10.0
2024-03-04,28.6,23.6,35.8,28.4,65,11.10,15.0
2024-03-05,28.8,23.5,35.7,23.4,63,10.50,12.0
2024-03-06,30.2,24.0,37.3,21.6,63,10.70,15.0
2024-03-07,29.6,23.4,37.6,25.6,65,27.30,12.0
2024-03-08,29.0,23.2,36.3,26.6,65,14.80,13.0
2024-03-09,26.0,23.2,30.1,26.6,63,29.80,21.0
2024-03-10,28.8,22.2,35.3,29.2,53,2.80,10.0
2024-03-11,30.8,23.2,37.5,25.2,63,5.10,5.0
2024-03-12,31.2,23.4,35.6,38.2,51,0.10,1.0
2024-03-13,29.8,24.3,36.4,36.4,63,4.70,8.0
2024-03-14,28.0,23.5,34.0,36.7,65,17.90,13.0
2024-03-15,29.6,22.2,35.9,33.5,63,13.20,10.0
2024-03-16,29.5,22.6,33.8,38.5,51,1.10,10.0
2024-03-17,28.0,23.4,33.1,38.2,61,7.30,14.0
2024-03-18,29.1,23.3,34.1,39.2,51,0.80,8.0
2024-03-19,29.6,23.0,34.6,32.4,2,0.00,0.0
2024-03-20,30.5,22.5,36.3,26.6,53,1.30,4.0
2024-03-21,30.3,21.9,37.2,26.6,61,3.30,6.0
2024-03-22,29.5,22.2,36.1,24.5,53,2.20,7.0
2024-03-23,30.0,23.5,36.4,29.9,53,3.40,17.0
2024-03-24,30.0,22.4,36.3,26.3,63,16.60,15.0
2024-03-25,30.6,23.6,35.7,25.9,63,10.80,4.0
2024-03-26,29.9,23.1,37.0,27.4,65,61.10,17.0
2024-03-27,29.2,22.9,34.1,24.8,63,11.20,12.0
2024-03-28,27.9,23.1,33.4,23.8,63,10.80,14.0
2024-03-29,29.1,23.6,36.5,23.0,63,6.40,10.0
2024-03-30,30.3,23.0,37.3,25.6,61,7.20,11.0
2024-03-31,28.7,24.5,34.3,24.1,63,9.60,22.0
2024-04-01,27.9,24.0,33.7,23.8,63,12.60,22.0
2024-04-02,27.5,24.0,33.3,25.2,63,14.80,14.0
2024-04-03,29.9,23.5,37.6,25.2,63,16.60,14.0
2024-04-04,29.4,22.2,36.1,28.1,63,9.00,14.0
2024-04-05,30.0,23.4,37.1,27.7,51,1.60,10.0
2024-04-06,29.9,23.3,37.0,23.8,51,0.20,2.0
2024-04-07,30.0,23.1,36.3,27.0,63,13.10,10.0
2024-04-08,30.4,23.0,37.1,26.3,63,10.70,15.0
2024-04-09,28.0,23.0,34.3,21.2,65,24.00,18.0
2024-04-10,28.6,23.0,35.1,24.1,65,25.00,15.0
2024-04-11,28.0,23.2,33.9,22.7,63,21.70,15.0
2024-04-12,29.4,22.9,36.5,24.8,63,7.70,15.0
2024-04-13,29.0,23.5,36.1,26.6,63,8.70,12.0
2024-04-14,29.8,23.4,37.3,33.5,65,25.70,15.0
2024-04-15,30.3,23.6,36.9,20.9,61,4.90,11.0
2024-04-16,30.2,23.2,38.0,25.6,63,7.30,6.0
2024-04-17,28.5,23.1,34.9,30.6,65,20.60,14.0
2024-04-18,29.0,23.0,35.7,30.6,65,46.30,17.0
2024-04-19,29.9,23.8,36.7,23.4,65,26.10,12.0
2024-04-20,29.5,23.5,37.1,25.2,65,14.30,7.0
2024-04-21,29.4,23.9,36.9,33.1,63,19.50,17.0
2024-04-22,28.5,23.8,35.2,27.4,65,13.40,12.0
2024-04-23,28.8,23.9,35.2,29.9,65,19.40,14.0
2024-04-24,28.7,23.0,34.6,29.5,61,2.70,6.0
2024-04-25,29.1,23.5,36.2,22.0,63,7.90,7.0
2024-04-26,31.0,22.7,37.1,25.6,61,3.80,6.0
2024-04-27,31.5,22.9,37.0,28.4,63,5.20,7.0
2024-04-28,30.5,23.9,37.6,26.6,63,5.40,7.0
2024-04-29,31.1,23.5,37.1,24.5,53,2.00,5.0
2024-04-30,29.2,23.3,36.3,24.5,61,3.50,9.0
2024-05-01,30.9,22.4,37.0,20.5,53,1.60,9.0
2024-05-02,29.2,22.3,36.6,26.6,63,7.60,6.0
2024-05-03,30.0,21.6,35.6,23.0,51,0.60,4.0
2024-05-04,29.0,21.4,33.9,28.1,51,0.90,4.0
2024-05-05,28.8,20.5,33.8,24.8,3,0.00,0.0
2024-05-06,28.8,20.7,33.0,27.7,51,0.60,5.0
2024-05-07,29.6,20.1,34.0,25.9,51,1.40,7.0
2024-05-08,29.4,21.6,35.8,19.1,51,0.90,6.0
2024-05-09,29.7,23.3,36.4,24.8,65,17.10,8.0
2024-05-10,31.0,23.6,36.9,18.4,55,2.50,9.0
2024-05-11,30.1,23.5,37.0,22.3,63,19.40,9.0
2024-05-12,30.4,23.0,36.8,22.0,53,0.90,4.0
2024-05-13,29.6,22.4,35.9,18.7,51,1.00,5.0
2024-05-14,30.0,22.8,36.2,22.3,53,1.00,4.0
2024-05-15,29.1,22.4,35.0,20.9,55,2.10,5.0
2024-05-16,29.8,20.8,34.9,29.2,3,0.00,0.0
2024-05-17,30.3,21.0,35.6,23.4,51,0.10,1.0
2024-05-18,30.6,22.6,35.6,25.9,51,0.10,1.0
2024-05-19,30.2,20.4,33.8,29.5,3,0.00,0.0
2024-05-20,30.3,20.9,34.5,27.4,3,0.00,0.0
2024-05-21,29.6,21.5,34.1,23.8,3,0.00,0.0
2024-05-22,29.8,21.5,35.0,21.6,3,0.00,0.0
2024-05-23,29.0,22.0,34.3,22.7,63,8.60,8.0
2024-05-24,29.2,23.0,35.7,20.5,65,64.70,19.0
2024-05-25,28.0,23.2,33.0,21.6,63,28.90,16.0
2024-05-26,28.8,23.1,33.0,19.1,3,0.00,0.0
2024-05-27,29.6,21.6,35.4,19.4,51,0.10,1.0
2024-05-28,29.1,22.4,35.7,20.5,53,2.80,8.0
2024-05-29,29.2,23.3,35.7,21.6,51,1.90,9.0
2024-05-30,27.5,22.7,33.0,25.6,61,4.60,13.0
2024-05-31,29.1,21.9,35.4,19.8,51,0.60,4.0
2024-06-01,29.0,22.9,35.4,20.9,63,5.00,3.0
2024-06-02,28.8,23.1,35.1,23.8,63,3.70,5.0
2024-06-03,29.5,22.3,34.8,31.7,53,1.90,7.0
2024-06-04,29.6,20.6,34.6,23.8,51,0.20,2.0
2024-06-05,29.3,20.9,34.3,27.7,51,1.50,9.0
2024-06-06,29.7,21.5,34.5,24.5,53,1.20,5.0
2024-06-07,29.0,21.2,34.7,25.2,63,3.70,5.0
2024-06-08,29.7,22.1,34.9,20.9,51,0.90,8.0
2024-06-09,29.0,21.6,35.4,27.7,63,9.30,10.0
2024-06-10,30.1,22.9,35.6,23.4,53,1.10,4.0
2024-06-11,29.8,23.2,36.3,23.0,61,7.90,10.0
2024-06-12,29.2,22.8,35.6,23.4,65,18.60,12.0
2024-06-13,28.0,22.6,33.4,22.0,51,0.10,1.0
2024-06-14,29.6,22.3,36.6,20.5,61,3.20,7.0
2024-06-15,28.5,23.7,34.2,31.0,53,2.70,7.0
2024-06-16,29.6,21.6,34.7,27.7,3,0.00,0.0
2024-06-17,30.5,22.1,35.0,21.6,53,1.20,6.0
2024-06-18,28.5,22.0,34.2,24.1,53,2.20,7.0
2024-06-19,29.5,19.7,33.5,24.8,3,0.00,0.0
2024-06-20,30.2,19.0,33.9,27.0,3,0.00,0.0
2024-06-21,30.0,20.2,33.5,23.0,3,0.00,0.0
2024-06-22,28.3,19.5,30.4,31.0,51,0.50,3.0
2024-06-23,29.2,19.4,32.7,28.8,61,3.10,7.0
2024-06-24,29.1,21.8,33.2,31.3,61,6.00,7.0
2024-06-25,29.3,22.0,34.5,25.6,63,7.60,9.0
2024-06-26,30.6,22.4,35.2,22.3,51,0.70,6.0
2024-06-27,30.0,23.0,35.8,23.0,53,1.20,6.0
2024-06-28,29.4,22.7,35.0,23.0,63,7.00,14.0
2024-06-29,29.5,22.6,35.2,26.6,63,10.30,11.0
2024-06-30,30.0,22.8,34.1,27.4,51,0.70,5.0
2024-07-01,29.9,21.8,34.1,22.3,3,0.00,0.0
2024-07-02,28.7,21.7,34.2,24.5,63,7.90,10.0
2024-07-03,30.1,22.7,34.5,32.4,51,1.80,8.0
2024-07-04,25.5,22.9,30.1,35.6,63,27.70,14.0
2024-07-05,29.5,22.9,34.0,24.8,51,1.00,7.0
2024-07-06,29.6,21.7,34.0,24.1,61,3.10,4.0
2024-07-07,28.8,21.4,33.9,19.8,51,2.20,10.0
2024-07-08,29.0,21.5,34.2,27.4,51,0.30,3.0
2024-07-09,28.8,19.2,33.0,23.0,3,0.00,0.0
2024-07-10,29.9,20.1,34.8,29.9,51,0.60,3.0
2024-07-11,28.4,20.9,30.9,32.4,3,0.00,0.0
2024-07-12,28.1,19.1,30.6,28.4,3,0.00,0.0
2024-07-13,27.5,19.4,30.2,33.1,51,0.20,2.0
2024-07-14,27.9,17.9,29.7,29.9,3,0.00,0.0
