latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-7.697715,110.37447,210.0,28800,Asia/Singapore,GMT+8

time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),wind_gusts_10m_max (km/h),weather_code (wmo code),precipitation_sum (mm),precipitation_hours (h)
2022-03-30,29.9,22.0,36.7,22.0,53,1.60,8.0
2022-03-31,28.5,22.5,35.4,20.2,65,19.50,9.0
2022-04-01,29.2,21.2,36.2,32.4,65,28.90,11.0
2022-04-02,29.3,22.1,35.1,19.4,63,11.20,8.0
2022-04-03,27.8,22.5,33.9,25.2,63,9.70,10.0
2022-04-04,28.0,21.6,34.5,29.2,63,10.60,11.0
2022-04-05,27.9,21.5,34.7,21.6,61,5.50,9.0
2022-04-06,27.7,21.0,34.5,25.6,61,6.70,13.0
2022-04-07,25.9,21.6,30.6,23.8,63,18.20,12.0
2022-04-08,27.4,21.6,33.3,26.3,61,5.00,12.0
2022-04-09,27.1,22.3,32.6,22.7,61,3.40,9.0
2022-04-10,27.9,22.3,34.0,22.3,65,26.20,9.0
2022-04-11,29.6,22.1,36.5,24.1,65,14.40,5.0
2022-04-12,30.0,21.0,35.3,26.6,61,2.00,4.0
2022-04-13,28.5,21.4,35.3,22.0,65,14.70,11.0
2022-04-14,29.4,22.4,35.5,25.2,55,4.50,11.0
2022-04-15,31.0,22.8,36.6,24.1,53,2.20,7.0
2022-04-16,29.6,21.9,36.5,21.6,63,16.00,8.0
2022-04-17,30.4,22.1,37.3,23.4,63,14.50,6.0
2022-04-18,29.5,23.0,36.0,20.5,65,42.50,9.0
2022-04-19,28.2,22.0,34.3,26.6,65,17.30,15.0
2022-04-20,26.8,22.4,33.2,18.7,61,13.10,20.0
2022-04-21,26.5,22.2,32.6,19.4,63,13.70,17.0
2022-04-22,30.1,22.1,37.5,20.9,55,2.50,5.0
2022-04-23,29.8,22.1,36.6,18.0,61,5.10,9.0
2022-04-24,29.0,22.0,35.8,23.8,61,3.70,9.0
2022-04-25,28.7,22.2,35.9,25.6,65,17.50,12.0
2022-04-26,27.9,22.4,35.2,19.4,65,26.40,7.0
2022-04-27,29.6,22.1,37.4,27.4,63,9.90,6.0
2022-04-28,29.6,22.3,37.1,23.8,65,20.20,9.0
2022-04-29,28.8,22.5,35.3,23.0,63,7.40,8.0
2022-04-30,29.2,22.2,36.6,19.1,65,18.00,8.0
2022-05-01,30.0,22.5,35.9,25.6,63,5.40,9.0
2022-05-02,29.3,22.5,35.7,29.2,65,12.40,12.0
2022-05-03,30.8,23.1,36.3,26.3,63,8.60,7.0
2022-05-04,29.8,23.3,35.2,32.8,55,3.20,10.0
2022-05-05,29.0,22.0,35.5,23.8,61,4.10,7.0
2022-05-06,29.5,22.2,35.8,23.4,63,11.10,8.0
2022-05-07,30.1,23.7,36.9,23.8,65,24.40,8.0
2022-05-08,28.2,22.0,33.9,27.7,63,10.40,13.0
2022-05-09,29.9,22.5,36.7,26.3,63,4.50,4.0
2022-05-10,29.5,23.7,36.6,25.2,63,7.50,7.0
2022-05-11,30.1,22.8,36.7,19.8,63,8.10,5.0
2022-05-12,29.8,23.0,36.7,26.6,65,18.10,13.0
2022-05-13,29.8,23.6,37.4,21.2,63,7.00,8.0
2022-05-14,28.4,22.5,34.1,24.1,63,10.80,13.0
2022-05-15,29.1,24.0,35.4,24.1,61,10.00,10.0
2022-05-16,28.5,22.8,35.1,23.0,53,2.70,17.0
2022-05-17,28.9,22.9,35.0,23.4,51,1.50,10.0
2022-05-18,29.4,23.5,35.9,25.9,63,9.30,10.0
2022-05-19,28.0,22.6,34.2,27.0,63,24.90,20.0
2022-05-20,27.4,22.2,33.4,21.2,65,19.00,18.0
2022-05-21,27.9,22.4,34.0,22.7,63,13.50,19.0
2022-05-22,28.5,21.9,33.5,20.9,61,2.30,4.0
2022-05-23,30.2,21.5,34.6,24.5,51,0.20,2.0
2022-05-24,30.6,22.1,37.3,15.8,61,2.70,5.0
2022-05-25,29.4,22.6,35.9,19.1,63,4.40,6.0
2022-05-26,26.4,22.1,31.8,26.3,65,28.00,14.0
2022-05-27,28.5,22.5,34.2,22.0,51,1.40,7.0
2022-05-28,30.2,23.0,37.0,22.7,65,15.40,4.0
2022-05-29,29.8,21.5,36.8,20.5,61,5.30,6.0
2022-05-30,30.2,21.1,36.6,23.8,51,0.80,3.0
2022-05-31,29.1,21.2,35.5,26.3,63,12.10,9.0
2022-06-01,26.9,22.1,32.4,21.2,63,7.30,9.0
2022-06-02,28.4,21.9,34.8,24.1,61,3.80,10.0
2022-06-03,27.7,21.8,33.5,22.0,61,3.80,14.0
2022-06-04,28.5,21.5,34.1,19.8,63,21.30,14.0
2022-06-05,27.5,21.6,33.4,18.7,63,7.50,15.0
2022-06-06,26.9,21.0,33.3,20.5,65,19.20,13.0
2022-06-07,30.1,21.9,34.4,24.1,61,2.20,2.0
2022-06-08,29.4,22.2,36.0,23.4,65,26.50,15.0
2022-06-09,28.0,20.9,33.9,21.2,63,12.60,9.0
2022-06-10,28.4,22.4,33.7,22.3,53,1.90,5.0
2022-06-11,28.6,23.1,34.7,26.6,65,18.70,10.0
2022-06-12,28.3,22.1,34.3,24.1,63,11.20,13.0
2022-06-13,27.9,22.5,33.6,23.8,65,23.90,15.0
2022-06-14,26.5,22.0,31.4,18.7,63,7.60,11.0
2022-06-15,29.2,22.0,36.1,21.2,61,3.40,7.0
2022-06-16,28.0,21.3,33.7,22.7,63,8.40,13.0
2022-06-17,26.6,21.2,31.3,23.4,53,2.20,7.0
2022-06-18,28.0,21.8,33.8,24.1,65,20.80,11.0
2022-06-19,27.9,21.9,34.8,24.8,63,14.40,12.0
2022-06-20,29.0,22.0,33.6,33.8,63,11.60,10.0
2022-06-21,29.4,21.1,33.5,26.6,51,0.10,1.0
2022-06-22,29.0,22.2,32.2,28.8,51,0.20,2.0
2022-06-23,28.2,20.8,33.8,26.6,63,4.40,7.0
2022-06-24,28.2,22.3,32.5,33.5,55,2.30,7.0
2022-06-25,27.3,22.0,32.9,24.1,65,11.10,8.0
2022-06-26,27.7,22.5,32.3,34.6,63,17.40,13.0
2022-06-27,27.0,21.5,31.0,29.9,55,3.20,9.0
2022-06-28,28.1,21.1,31.3,26.3,3,0.00,0.0
2022-06-29,28.1,20.5,32.4,20.9,3,0.00,0.0
2022-06-30,28.5,19.4,33.2,28.8,51,1.50,8.0
2022-07-01,28.5,19.9,32.3,35.6,53,1.30,7.0
2022-07-02,28.3,21.5,32.8,28.4,63,10.60,13.0
2022-07-03,29.3,21.6,35.3,20.5,63,8.20,8.0
2022-07-04,30.0,21.8,36.9,17.6,61,2.00,5.0
2022-07-05,29.6,22.0,35.6,21.2,53,1.90,7.0
2022-07-06,27.5,22.0,34.0,25.6,63,10.00,13.0
2022-07-07,28.0,20.9,32.3,26.3,51,0.20,2.0
2022-07-08,26.9,19.9,30.3,28.1,53,3.40,11.0
2022-07-09,26.0,18.5,30.0,20.9,51,2.00,11.0
2022-07-10,28.0,18.8,31.3,27.4,51,0.60,4.0
2022-07-11,29.2,20.9,34.3,25.2,61,3.00,6.0
2022-07-12,29.0,21.5,34.1,27.4,63,10.00,7.0
2022-07-13,29.3,21.5,34.4,22.3,63,8.90,11.0
2022-07-14,28.9,21.2,33.8,25.6,63,8.20,9.0
2022-07-15,28.9,22.1,33.9,24.8,61,4.80,14.0
2022-07-16,27.3,21.5,31.9,27.4,63,8.20,9.0
2022-07-17,28.4,22.4,32.2,25.6,51,0.10,1.0
2022-07-18,27.6,20.0,32.3,22.0,53,3.90,11.0
2022-07-19,29.1,22.7,33.6,24.5,51,0.60,6.0
2022-07-20,29.5,20.0,34.6,29.2,51,1.00,4.0
2022-07-21,27.5,21.4,30.6,30.2,51,0.90,8.0
2022-07-22,28.2,22.6,32.5,25.9,61,4.00,10.0
2022-07-23,27.1,21.4,31.5,30.2,53,2.20,8.0
2022-07-24,27.0,20.9,29.2,35.3,51,0.10,1.0
2022-07-25,27.6,17.4,30.1,26.3,3,0.00,0.0
2022-07-26,28.5,18.0,32.4,22.3,3,0.00,0.0
2022-07-27,30.6,20.3,35.1,34.2,53,1.00,4.0
2022-07-28,30.7,21.2,34.6,30.2,51,0.40,3.0
2022-07-29,30.0,20.7,35.5,29.9,51,0.30,2.0
2022-07-30,29.4,21.1,34.3,32.8,3,0.00,0.0
2022-07-31,30.0,20.1,34.4,26.3,3,0.00,0.0
2022-08-01,30.6,20.8,35.5,35.6,51,0.10,1.0
2022-08-02,28.8,22.1,32.0,27.7,63,14.80,6.0
2022-08-03,30.2,21.5,35.6,27.0,63,6.50,10.0
2022-08-04,29.5,20.5,34.3,29.5,53,1.60,5.0
2022-08-05,29.1,19.5,34.2,30.6,3,0.00,0.0
2022-08-06,27.5,18.3,31.9,27.7,53,3.70,12.0
2022-08-07,27.5,21.8,30.8,31.0,61,5.10,17.0
2022-08-08,28.3,21.3,31.9,28.4,51,2.40,14.0
2022-08-09,29.5,20.8,32.8,31.3,51,2.00,9.0
2022-08-10,28.8,22.0,33.6,25.9,61,10.50,15.0
2022-08-11,28.2,22.2,33.9,25.2,63,19.00,17.0
2022-08-12,29.9,22.4,36.5,28.1,63,13.20,8.0
2022-08-13,27.3,21.3,32.4,21.2,61,3.00,11.0
2022-08-14,28.8,21.9,34.8,33.1,65,21.20,8.0
2022-08-15,30.0,21.9,35.0,28.4,65,18.30,9.0
2022-08-16,28.0,21.5,33.8,22.3,53,3.60,14.0
2022-08-17,29.0,21.4,33.2,31.7,51,0.20,2.0
2022-08-18,27.3,21.2,31.7,32.0,55,6.00,10.0
2022-08-19,29.1,21.3,33.2,37.1,55,3.50,7.0
2022-08-20,28.6,20.5,32.5,28.8,3,0.00,0.0
2022-08-21,27.5,21.8,32.2,22.7,61,6.00,10.0
2022-08-22,28.0,21.4,31.4,28.4,51,1.10,7.0
2022-08-23,28.2,20.0,31.1,35.6,3,0.00,0.0
2022-08-24,29.2,20.1,33.1,32.8,3,0.00,0.0
2022-08-25,28.5,20.1,31.7,28.8,51,0.40,3.0
2022-08-26,28.5,19.7,33.3,25.9,63,15.10,10.0
2022-08-27,28.2,21.8,33.0,29.5,51,0.90,6.0
2022-08-28,26.6,20.9,28.2,32.4,53,1.00,6.0
2022-08-29,28.0,19.8,31.1,30.6,3,0.00,0.0
2022-08-30,27.1,21.1,29.9,28.4,51,1.50,10.0
2022-08-31,27.0,22.4,31.8,25.2,63,10.80,19.0
2022-09-01,29.7,21.5,34.8,29.5,61,5.10,11.0
2022-09-02,30.2,22.1,36.0,24.5,53,3.20,12.0
2022-09-03,29.0,21.4,33.5,30.2,51,0.80,5.0
2022-09-04,29.5,20.9,33.3,25.9,3,0.00,0.0
2022-09-05,29.9,20.5,35.3,25.6,51,0.20,2.0
2022-09-06,30.0,21.6,36.1,26.3,53,2.60,11.0
2022-09-07,30.0,21.5,34.9,31.0,63,13.80,14.0
2022-09-08,29.0,22.0,35.5,28.4,63,12.70,10.0
2022-09-09,28.3,21.4,33.7,30.6,65,26.00,14.0
2022-09-10,28.2,21.8,35.2,31.7,65,38.30,19.0
2022-09-11,27.0,22.1,32.1,22.0,63,14.10,17.0
2022-09-12,30.6,21.5,35.3,36.4,63,8.20,14.0
2022-09-13,29.2,21.1,35.0,26.3,63,5.50,11.0
2022-09-14,28.8,21.5,34.4,25.6,51,0.60,4.0
2022-09-15,27.5,22.3,31.1,34.2,63,13.00,13.0
2022-09-16,28.5,22.0,34.5,28.8,63,10.90,12.0
2022-09-17,29.6,21.0,35.5,31.7,51,0.70,4.0
2022-09-18,28.7,20.1,34.1,29.9,51,1.30,7.0
2022-09-19,27.7,22.7,32.6,28.4,63,11.50,12.0
2022-09-20,28.2,21.9,32.2,29.5,53,5.20,15.0
2022-09-21,28.5,22.1,34.3,27.4,61,6.80,17.0
2022-09-22,28.0,22.5,32.4,25.6,63,13.50,17.0
2022-09-23,29.1,22.5,34.9,27.0,65,26.00,17.0
2022-09-24,28.0,22.5,34.1,31.3,63,16.30,22.0
2022-09-25,28.0,22.8,32.8,30.2,53,3.50,18.0
2022-09-26,26.7,22.4,30.9,30.2,61,6.40,19.0
2022-09-27,28.4,21.6,32.2,32.0,51,1.00,6.0
2022-09-28,28.2,22.3,32.4,29.2,51,0.70,5.0
2022-09-29,27.6,22.4,32.5,26.6,51,1.10,8.0
2022-09-30,27.7,23.0,33.0,28.4,65,68.00,20.0
2022-10-01,28.0,23.0,33.8,25.6,65,33.70,21.0
2022-10-02,27.2,22.4,31.7,25.9,65,43.70,16.0
2022-10-03,26.6,22.5,32.1,24.1,63,8.80,19.0
2022-10-04,27.7,22.5,32.6,25.6,63,9.00,14.0
2022-10-05,27.5,21.8,31.7,22.0,61,5.00,11.0
2022-10-06,26.8,22.6,31.1,27.7,63,24.70,22.0
2022-10-07,29.1,22.6,35.1,30.2,65,41.30,12.0
2022-10-08,26.2,22.1,30.6,26.6,63,30.00,24.0
2022-10-09,28.5,22.2,33.9,24.8,63,14.50,21.0
2022-10-10,27.5,22.0,33.1,23.8,63,13.60,21.0
2022-10-11,27.4,22.6,31.9,28.8,63,11.40,18.0
2022-10-12,27.4,22.1,33.2,30.2,63,16.20,13.0
2022-10-13,27.5,22.0,32.7,27.4,63,20.40,22.0
2022-10-14,27.5,22.6,33.3,26.6,53,5.90,22.0
2022-10-15,28.0,22.5,32.8,24.5,61,7.10,18.0
2022-10-16,27.9,22.5,33.0,29.5,61,10.00,21.0
2022-10-17,26.6,23.0,31.1,27.0,63,16.00,24.0
2022-10-18,26.5,23.0,30.6,28.8,61,11.40,19.0
2022-10-19,25.2,22.4,29.9,23.0,65,15.40,19.0
2022-10-20,27.4,22.6,32.9,18.7,65,43.60,20.0
2022-10-21,27.5,22.2,32.8,23.0,65,63.60,21.0
2022-10-22,29.2,22.2,35.1,20.9,53,1.80,9.0
2022-10-23,28.2,22.2,34.0,26.3,65,18.70,12.0
2022-10-24,26.4,22.1,31.0,29.5,63,12.50,19.0
2022-10-25,27.6,22.0,32.7,27.4,63,16.10,14.0
2022-10-26,24.8,22.0,29.2,25.2,65,61.50,24.0
2022-10-27,26.9,22.0,31.7,30.2,61,8.20,18.0
2022-10-28,27.0,20.7,30.8,30.6,51,0.60,2.0
2022-10-29,26.2,20.3,31.2,32.4,61,4.10,8.0
2022-10-30,26.0,21.8,30.2,31.0,53,5.60,21.0
2022-10-31,28.3,20.5,32.4,27.0,51,0.90,6.0
2022-11-01,26.6,22.0,31.6,28.1,65,20.30,20.0
2022-11-02,27.0,21.6,32.1,27.7,63,17.30,19.0
2022-11-03,28.4,22.6,34.5,18.4,65,30.10,15.0
2022-11-04,27.1,21.8,32.3,24.5,65,27.60,20.0
2022-11-05,28.0,22.6,34.2,26.6,63,13.80,14.0
2022-11-06,28.0,22.0,34.0,26.6,63,26.10,21.0
2022-11-07,27.8,21.8,33.7,23.0,65,45.50,19.0
2022-11-08,27.8,22.5,34.7,19.8,63,15.50,15.0
2022-11-09,27.5,22.0,33.6,25.6,65,26.30,14.0
2022-11-10,29.2,22.0,36.1,27.7,65,16.80,11.0
2022-11-11,27.4,22.4,33.0,27.0,65,23.00,18.0
2022-11-12,27.5,22.2,33.5,20.2,65,13.80,9.0
2022-11-13,26.8,22.1,31.8,23.4,65,23.60,20.0
2022-11-14,27.8,22.5,33.9,23.4,63,19.10,17.0
2022-11-15,27.9,22.6,33.9,23.4,65,22.50,17.0
2022-11-16,27.6,22.5,32.7,25.2,63,28.70,17.0
2022-11-17,29.8,23.1,37.5,32.4,63,11.30,13.0
2022-11-18,28.7,21.5,33.0,17.3,61,6.50,9.0
2022-11-19,28.4,22.7,34.0,20.2,65,33.40,14.0
2022-11-20,27.7,20.9,32.3,37.8,63,4.00,9.0
2022-11-21,28.0,21.8,32.8,32.4,53,2.30,9.0
2022-11-22,28.0,22.5,33.4,29.2,63,10.30,10.0
2022-11-23,28.6,23.0,34.1,22.3,53,2.40,8.0
2022-11-24,27.6,23.0,33.2,24.8,63,15.30,18.0
2022-11-25,28.2,22.1,35.2,32.4,65,57.70,15.0
2022-11-26,25.9,21.8,30.6,22.3,65,15.80,13.0
2022-11-27,26.5,22.0,31.0,22.3,63,13.20,20.0
2022-11-28,26.6,22.1,32.3,24.1,63,10.20,16.0
2022-11-29,26.6,22.0,31.2,22.3,63,17.80,15.0
2022-11-30,25.7,22.5,29.9,23.0,61,4.20,7.0
2022-12-01,27.0,21.5,30.8,24.1,51,0.90,8.0
2022-12-02,28.3,21.8,32.6,24.1,51,0.70,6.0
2022-12-03,27.6,22.5,32.2,29.2,55,3.90,16.0
2022-12-04,27.7,21.9,33.6,22.3,63,6.80,5.0
2022-12-05,27.4,22.5,33.0,25.2,65,42.50,13.0
2022-12-06,28.2,22.0,34.4,31.3,65,43.00,12.0
2022-12-07,28.0,22.4,34.1,20.2,61,8.40,12.0
2022-12-08,28.1,22.0,34.0,25.9,65,23.10,11.0
2022-12-09,29.1,21.3,35.5,33.1,65,19.20,13.0
2022-12-10,28.5,21.9,33.8,31.0,53,3.70,17.0
2022-12-11,27.5,22.2,33.8,28.8,63,12.90,14.0
2022-12-12,27.8,21.3,33.7,24.1,55,3.10,11.0
2022-12-13,28.2,22.2,34.3,23.0,63,5.50,10.0
2022-12-14,27.1,22.5,33.6,29.2,63,17.70,11.0
2022-12-15,27.4,21.9,32.9,28.8,65,13.90,10.0
2022-12-16,27.4,22.1,32.6,28.8,63,12.00,12.0
2022-12-17,29.3,21.2,34.9,29.5,51,1.30,10.0
2022-12-18,28.9,21.7,34.5,27.0,51,0.90,6.0
2022-12-19,29.2,22.5,36.2,29.5,63,8.80,7.0
2022-12-20,29.5,21.8,36.3,31.0,63,7.10,6.0
2022-12-21,29.5,22.5,34.9,28.1,63,11.70,8.0
2022-12-22,28.5,22.0,32.9,36.0,65,46.20,16.0
2022-12-23,27.3,22.8,30.4,47.5,63,24.30,16.0
2022-12-24,28.0,21.7,33.5,28.1,63,8.10,13.0
2022-12-25,25.4,22.0,29.7,32.8,63,21.30,17.0
2022-12-26,27.1,21.1,32.5,36.0,65,38.00,20.0
2022-12-27,27.0,22.0,31.0,37.4,53,5.20,17.0
2022-12-28,28.1,21.8,33.7,32.0,63,25.30,16.0
2022-12-29,28.0,21.5,35.1,28.8,65,32.30,14.0
2022-12-30,28.0,21.1,33.9,27.7,53,1.50,6.0
2022-12-31,28.0,21.9,34.4,38.5,65,18.10,13.0
2023-01-01,28.2,22.5,31.8,35.6,63,13.50,11.0
2023-01-02,29.0,21.8,33.4,43.9,61,3.60,8.0
2023-01-03,27.9,23.0,31.9,39.6,53,1.90,9.0
2023-01-04,27.3,21.0,32.3,36.4,63,14.00,10.0
2023-01-05,26.9,22.5,30.8,33.1,61,6.90,16.0
2023-01-06,27.0,23.2,30.7,44.3,61,6.60,16.0
2023-01-07,27.7,21.8,32.9,33.1,53,2.20,12.0
2023-01-08,28.0,22.0,34.5,29.2,53,3.50,17.0
2023-01-09,28.8,21.9,33.9,30.2,63,15.60,8.0
2023-01-10,28.2,21.5,34.2,31.7,63,4.50,7.0
2023-01-11,27.8,22.6,33.2,27.4,55,4.80,9.0
2023-01-12,27.9,21.6,32.7,26.3,53,2.50,8.0
2023-01-13,28.6,22.2,34.7,29.2,51,1.20,8.0
2023-01-14,28.2,22.6,34.0,29.5,51,2.30,10.0
2023-01-15,29.2,23.1,35.3,31.0,63,10.00,9.0
2023-01-16,28.5,22.5,34.1,26.6,63,9.50,10.0
2023-01-17,28.0,21.6,34.4,30.2,65,15.50,12.0
2023-01-18,27.5,22.2,32.3,27.7,53,1.90,11.0
2023-01-19,27.4,21.5,33.0,28.8,63,9.20,11.0
2023-01-20,27.6,21.5,34.0,24.8,65,16.40,10.0
2023-01-21,26.9,22.5,32.5,28.8,55,4.10,15.0
2023-01-22,28.0,21.6,33.1,30.2,63,7.60,11.0
2023-01-23,29.2,23.0,34.5,28.4,51,1.20,6.0
2023-01-24,29.4,22.5,34.7,27.0,53,1.90,8.0
2023-01-25,28.4,21.5,34.3,30.6,63,8.60,14.0
2023-01-26,26.9,22.5,31.1,32.4,63,10.40,14.0
2023-01-27,28.5,22.4,34.3,29.5,65,25.00,20.0
2023-01-28,27.8,22.4,33.1,28.1,63,20.80,15.0
2023-01-29,28.4,21.5,35.4,34.6,65,13.70,10.0
2023-01-30,28.8,22.2,35.0,25.6,55,4.80,11.0
2023-01-31,27.1,23.1,31.8,41.8,63,11.80,13.0
2023-02-01,28.9,23.1,34.4,31.3,65,21.70,20.0
2023-02-02,28.0,22.8,33.2,23.4,63,11.30,17.0
2023-02-03,27.7,22.2,32.7,22.0,61,11.60,10.0
2023-02-04,29.0,22.5,34.0,29.2,63,8.90,13.0
2023-02-05,29.5,22.9,34.1,25.2,61,11.00,11.0
2023-02-06,27.4,22.7,30.9,36.0,51,0.50,5.0
2023-02-07,28.8,22.4,35.5,34.6,65,21.70,12.0
2023-02-08,27.3,22.3,32.2,27.7,61,18.50,21.0
2023-02-09,28.8,22.9,36.3,34.6,65,52.90,16.0
2023-02-10,29.2,22.2,36.2,24.1,65,25.80,12.0
2023-02-11,29.1,22.7,37.1,27.0,61,12.70,11.0
2023-02-12,27.8,21.9,32.8,33.8,63,12.00,12.0
2023-02-13,27.8,22.4,32.1,41.8,63,16.30,15.0
2023-02-14,28.1,22.5,32.7,34.6,63,15.80,19.0
2023-02-15,25.0,22.4,29.0,27.4,63,28.30,23.0
2023-02-16,27.0,22.5,31.1,32.4,65,43.60,22.0
2023-02-17,27.6,22.2,33.5,24.5,65,32.60,22.0
2023-02-18,28.5,21.4,34.1,29.9,63,11.00,12.0
2023-02-19,28.1,21.9,34.3,33.5,63,7.50,9.0
2023-02-20,29.0,22.2,35.2,34.2,65,11.90,8.0
2023-02-21,28.8,22.2,33.9,29.9,65,16.40,13.0
2023-02-22,28.7,22.0,35.3,28.1,65,28.30,14.0
2023-02-23,28.2,22.2,35.0,32.0,63,8.00,12.0
2023-02-24,28.5,22.1,34.4,36.0,65,12.20,12.0
2023-02-25,28.8,22.1,33.2,39.2,61,5.40,9.0
2023-02-26,29.0,22.0,33.5,31.3,61,9.30,17.0
2023-02-27,28.0,22.1,33.6,40.7,55,6.10,22.0
2023-02-28,28.2,22.1,34.9,32.0,65,32.60,18.0
2023-03-01,26.3,21.5,30.1,40.0,63,23.40,21.0
2023-03-02,27.1,22.0,32.3,33.1,65,42.40,21.0
2023-03-03,28.5,22.2,34.1,34.9,55,1.30,4.0
2023-03-04,28.8,22.1,36.2,34.9,65,23.00,9.0
2023-03-05,27.5,21.2,35.0,34.2,63,23.30,11.0
2023-03-06,28.1,22.5,33.5,28.8,51,1.10,11.0
2023-03-07,28.3,21.8,34.9,26.3,63,4.20,12.0
2023-03-08,27.8,21.4,34.4,25.2,51,1.50,9.0
2023-03-09,28.7,22.5,35.5,24.8,61,7.20,10.0
2023-03-10,29.0,22.4,35.3,24.1,63,6.00,10.0
2023-03-11,28.6,22.3,34.8,26.3,61,4.90,19.0
2023-03-12,29.8,22.2,36.0,26.6,3,0.00,0.0
2023-03-13,29.2,22.2,35.3,26.6,51,0.90,7.0
2023-03-14,28.5,21.2,34.7,25.2,53,1.60,8.0
2023-03-15,30.5,22.6,35.4,32.0,55,1.10,2.0
2023-03-16,29.4,22.0,35.8,23.4,65,11.50,9.0
2023-03-17,28.5,22.2,35.3,25.9,63,14.30,11.0
2023-03-18,29.0,22.4,36.5,23.0,63,9.10,9.0
2023-03-19,29.7,23.5,36.9,29.2,65,16.60,7.0
2023-03-20,28.0,22.5,33.9,24.1,63,18.00,16.0
2023-03-21,30.9,22.2,37.5,28.1,63,6.50,7.0
2023-03-22,28.8,22.3,36.9,19.1,65,44.40,17.0
2023-03-23,29.7,23.0,37.2,21.6,61,3.90,9.0
2023-03-24,29.4,23.0,36.2,20.5,63,10.00,9.0
2023-03-25,28.0,23.0,34.9,27.0,63,12.10,8.0
2023-03-26,29.1,21.8,35.2,28.1,63,15.70,7.0
2023-03-27,28.4,21.9,34.5,29.9,65,16.20,9.0
2023-03-28,29.5,22.6,35.6,30.6,65,14.90,10.0
2023-03-29,29.4,22.5,36.4,25.6,63,14.10,7.0
2023-03-30,30.4,22.9,37.1,34.6,65,16.10,8.0
2023-03-31,28.5,22.2,34.9,29.5,63,7.00,6.0
2023-04-01,27.9,22.4,33.9,29.5,65,28.30,9.0
2023-04-02,28.6,22.6,35.2,25.9,65,11.20,10.0
2023-04-03,29.0,22.4,35.5,27.4,61,3.70,11.0
2023-04-04,27.9,22.3,34.3,30.2,53,3.00,9.0
2023-04-05,29.3,21.8,35.1,29.5,63,5.90,6.0
2023-04-06,28.0,22.3,34.6,24.8,63,8.40,8.0
2023-04-07,28.5,22.7,33.6,23.0,3,0.00,0.0
2023-04-08,28.0,22.9,34.1,27.4,65,15.80,8.0
2023-04-09,29.4,22.4,34.9,28.4,61,2.90,6.0
2023-04-10,28.0,22.5,33.6,32.4,63,15.90,13.0
2023-04-11,28.3,22.8,33.7,28.1,53,4.10,11.0
2023-04-12,28.1,22.6,34.3,26.6,63,12.60,13.0
2023-04-13,27.1,23.0,32.6,24.1,63,13.90,15.0
2023-04-14,26.8,23.4,30.4,26.6,53,3.10,10.0
2023-04-15,28.0,22.5,33.6,25.6,53,1.80,8.0
2023-04-16,29.4,23.0,35.3,32.4,51,0.50,4.0
2023-04-17,29.5,23.5,35.3,24.8,51,0.80,5.0
2023-04-18,29.2,23.2,35.1,29.9,63,5.80,7.0
2023-04-19,30.4,22.8,36.6,26.3,53,1.30,5.0
2023-04-20,29.5,22.5,36.2,23.0,61,4.40,10.0
2023-04-21,30.1,22.9,36.7,24.1,51,1.60,9.0
2023-04-22,30.0,22.1,36.8,27.0,65,22.20,9.0
2023-04-23,30.1,22.1,36.7,20.2,65,17.00,9.0
2023-04-24,29.5,22.9,36.1,19.4,63,7.40,9.0
2023-04-25,29.5,22.0,35.5,20.9,65,16.20,8.0
2023-04-26,29.2,22.7,36.3,22.3,61,3.90,6.0
2023-04-27,29.0,22.1,35.2,25.2,63,9.30,10.0
2023-04-28,29.1,23.0,35.5,24.1,65,18.90,10.0
2023-04-29,27.9,22.6,34.9,22.3,63,10.40,10.0
2023-04-30,29.8,22.1,37.0,23.8,61,3.80,7.0
2023-05-01,29.0,22.4,36.2,27.4,65,10.90,11.0
2023-05-02,29.7,22.5,36.6,28.4,63,6.70,7.0
2023-05-03,29.0,22.8,35.6,23.0,63,10.10,9.0
2023-05-04,29.0,23.9,35.2,23.8,65,22.90,13.0
2023-05-05,29.0,23.0,35.4,20.2,63,19.60,15.0
2023-05-06,26.9,23.0,32.4,19.8,61,11.20,20.0
2023-05-07,29.0,23.0,35.3,20.2,63,14.40,11.0
2023-05-08,30.3,23.0,36.0,25.2,51,0.10,1.0
2023-05-09,29.5,22.6,35.7,22.3,51,1.70,6.0
2023-05-10,31.0,23.4,35.9,29.9,3,0.00,0.0
2023-05-11,30.5,23.1,36.3,25.9,63,11.40,13.0
2023-05-12,31.5,22.5,37.0,29.9,53,2.20,5.0
2023-05-13,28.4,22.8,32.8,33.1,53,1.20,8.0
2023-05-14,28.0,22.1,31.8,29.5,51,1.50,9.0
2023-05-15,27.7,21.7,30.7,29.2,3,0.00,0.0
2023-05-16,28.2,20.2,32.7,21.6,3,0.00,0.0
2023-05-17,28.5,20.0,31.7,23.4,3,0.00,0.0
2023-05-18,28.0,20.8,32.7,24.5,51,0.20,2.0
2023-05-19,29.6,21.1,34.6,24.5,51,0.70,3.0
2023-05-20,30.0,20.7,34.5,21.6,3,0.00,0.0
2023-05-21,30.3,20.3,34.2,25.9,3,0.00,0.0
2023-05-22,30.0,20.5,34.0,27.7,51,0.10,1.0
